1693892546	ui_text	<000000>PRACTICE	<000000>练习
2059018469	ui_text	HIDE DEV MESSAGE	隐藏开发者讯息
1125717145	ui_text	<u>Pineview High School</u>\nOrange County \n1965 COUNTY CHAMPIONS	<size=75%><u>松景高中</u>\n\n奥兰治县\n\n1965 年县冠军</size>
925800476	ui_text	Individual Science Academic\n1961 Oakfalls Brain Battle\n<u>Layla Doppler</u>	个人科学学术奖\n1961 年奥克福尔斯脑力大战\n<u>莱拉·多普勒</u>
606068084	ui_text	Bradley Doppler\nKNIGHT OF HONOR	布拉德利·多普勒\n荣誉骑士
154292881	ui_text	LAYLA DOPPLER\n~\nFirst Chair Clarinet\nPineview High School	莱拉·多普勒\n~\n单簧管首席\n松景高中
1244632714	ui_text	<u>Flot Doppler</u>\n<i>Tennis Team Captain</i>\n1970	<u>弗洛特·多普勒</u>\n<i>网球队队长</i>\n1970
2072433965	ui_text	<u>Bradley Doppler</u>\nPole Vault \n<i>District 4A Champion\n1967</i>	<u>布拉德利·多普勒</u>\n撑竿跳高\n<i>4A 区冠军\n1967</i>
950418152	ui_text	BAUTISTA	巴蒂斯塔
1455691808	ui_text	COLLINS	柯林斯
349460163	ui_text	AKERS	埃克斯
473542792	ui_text	DOPPLER	多普勒
1278158731	ui_text	2 NEW LINE	两个换行
980582335	ui_text	2 NEW LINE	两个换行
923095128	ui_text	AFTER	之后
7647443	ui_text	BEFORE	之前
404479079	ui_text	Default for new Words:	新词默认格式：
1959998143	ui_text	NO SPACE	无空格
1729579834	ui_text	NO SPACE	无空格
886350004	ui_text	SPACE	空格
715423746	ui_text	SPACE	空格
127481584	ui_text	VALIDATE DICTIONARY	验证词典
1119878716	ui_text	Will add missing entries to dictionary	会将缺失条目添加到词典
1320762325	ui_text	NEW LINE	换行
1255919745	ui_text	NEW LINE	换行
920356658	ui_text	2 NEW LINE	两个换行
452130034	ui_text	2 NEW LINE	两个换行
1459760023	ui_text	AFTER	之后
1965470704	ui_text	BEFORE	之前
419713360	ui_text	BREAK ON DOUBLE	遇重复项换行
380053682	ui_text	APPEND TO LINE	追加到本行
2078621011	ui_text	NEW LINE	换行
1269020166	ui_text	NO SPACE	无空格
2096024150	ui_text	NO SPACE	无空格
1743113092	ui_text	APPEND NO SPACE	直接追加
1163592514	ui_text	SPACE	空格
1209372914	ui_text	SPACE	空格
1468585260	ui_text	COMPILE SETTINGS	编译设置
1598663325	ui_text	UNIQUE LINE	单独成行
192155445	ui_text	NEW LINE	换行
1785888706	ui_text	NEW LINE	换行
1556090378	ui_text	Introduced: 	首次出现：
1768366509	ui_text	ALAN'S GUESS	艾伦的猜测
881399902	ui_text	AKERS:	埃克斯：
1176122524	ui_text	BAUTISTA'S GUESS	巴蒂斯塔的猜测
639264714	ui_text	bautista: 	巴蒂斯塔：
398871005	ui_text	COLLINS'S GUESS	柯林斯的猜测
1230680980	ui_text	collins: 	柯林斯：
1187072266	ui_text	HYPOTHESES	假说
182453387	ui_text	ID:	ID：
434545257	ui_text	NOTES NOTES NOTES NOTES NOTES NOTES NOTES NOTES notes NOTES NOTES NOTES NOTES NOTES NOTES NOTES NOTES NOTES NOTES NOTES NOTES NOTES NOTES notes NOTES NOTESN OTES NOTESN NTOES NOTESN OTESNOT NESOTN EOTSNO NTEOSN TOESN OTESN OTNESO NTOESNO TESNO TNEOSNOT ESNO TESNO TNEOSNO TESNOT ENSO NTEOSN OTENSONO TESONNO TES O TESNOT ENSO NTEOSN OTENSONO TESONNO TES O TESNOT ENSO NTEOSN OTENSONO TESONNO TES	注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释 注释
192717642	ui_text	TRANSLATOR's NOTES:	翻译员注释：
1192727432	ui_text	FORMATTING	格式
804930785	ui_text	HYPOTHESES	假说
1729747849	ui_text	SOMETHIN' BUGGED!!	出错了！！
853962010	ui_text	WORD: 	词：
768056753	ui_text	GLOBAL	全局
873958976	ui_text	-256 already "yaggleyaggle"	-256 已命名为“yaggleyaggle”
1029419595	ui_text	DICTIONARY	词典
1381079315	ui_text	*** Idea Available ***	*** 有新想法 ***
1354861644	ui_text	*** Idea Available ***	*** 有新想法 ***
1409874647	ui_text	*** Idea Still Ready ***	*** 想法仍待处理 ***
344006397	ui_text	*** Idea Sent to Auto-Log ***	*** 想法已发送到自动日志 ***
1617395185	ui_text	*** Ideas Logged ***	*** 想法已记入日志 ***
299551856	ui_text	mark all read	全部标为已读
1416690777	ui_text	--- NO IDEAS YET ---	--- 暂无想法 ---
1252726432	ui_text	IDEAS	想法
579588563	ui_text	RECOMPILE	重新编译
1677677581	ui_text	RESPOND	回应
955091222	ui_text	OUTPUT\n	输出\n
508314218	ui_text	CLEAR	清空
237079291	ui_text	BACK	返回
1215648383	ui_text	SUBMIT	提交
111514071	ui_text	NAME SIGNAL -256	为信号 -256 命名
824827691	ui_text	INPUT	输入
1423908467	ui_text	TRANSCRIPT:	记录：
69131059	ui_text	MISSION TIME	任务时间
1401079708	ui_text	TITLE TITLE TITLE TITLE TITLE TITLE TITLE TITLE TI	标题 标题 标题 标题 标题 标题 标题 标题 标
1712695678	ui_text	TRANSMISSION	传输
1479938253	ui_text	LOG	日志
704047260	ui_text	Game by \nApplesinmypants	游戏制作：\nApplesinmypants
1203630434	ui_text	JOIN THE MISSION!	加入任务！
410559930	ui_text	Delete Progress?	删除进度？
428590911	ui_text	Yes, \nDelete file and close game	是，\n删除文件并关闭游戏
530384281	ui_text	No, \ncontinue with this file	否，\n继续使用此文件
1943151626	ui_text	Old files will be renamed from TMFDS.SAVE and DICTIONARY-1.SAVE to TMFDS-OLD-X.SAVE and DICTIONARY-1-OLD-X.SAVE. To restore old files, fix the renaming. \n\n\n\n\n\nManually tampering with files will likely make the game unplayable. 	旧文件将从 TMFDS.SAVE 和 DICTIONARY-1.SAVE 重命名为 TMFDS-OLD-X.SAVE 和 DICTIONARY-1-OLD-X.SAVE。要恢复旧文件，请改回文件名。\n\n\n\n\n\n手动篡改文件很可能导致游戏无法运行。 
1974406803	ui_text	Path: C:\Users\caden\AppData\LocalLow\Applesinmypants\The Message From Deep Space	路径：C:\Users\caden\AppData\LocalLow\Applesinmypants\The Message From Deep Space
952925813	ui_text	Show where my files are stored	显示文件存储位置
1289650313	ui_text	This will delete all progress	这会删除全部进度
97504443	ui_text	HANDLE SAVE FILE	管理存档文件
1602084712	ui_text	JOIN THE COMMUNITY!	加入社区！
325340714	ui_text	SAVE	保存
1989899784	ui_text	SAVE AND QUIT	保存并退出
780719420	ui_text	WISHLIST TODAY!	立即加入愿望单！
2109676560	ui_text	MENU	菜单
1554983148	ui_text	Vers. 1.2.1	版本 1.2.1
1153273962	ui_text	METEOR_OS vXXX SHUT DOWN : INIT\n(0x88B0A102) CPU @ 4MHz\n\nCMOS ... 99%\n\n-FREE BAU_CORE_XXX.MOS \n-FREE DUAL_GUI.MOS ... OK\n-FREEAUTO_LOG.MOS ... OK\n-FREE TRANSLATION.MOS ... OK\n\nDDD CCC (AKDT)\nTOTAL OPERATION TIME: TTT\n\nDE-ALLOCATING 221033 BYTES ... OK\nMEMORY FREE : 262144\n\n\n\nSYSTEM OFFLINE	METEOR_OS vXXX 关机：开始\n(0x88B0A102) CPU @ 4MHz\n\nCMOS……99%\n\n-释放 BAU_CORE_XXX.MOS\n-释放 DUAL_GUI.MOS……正常\n-释放 AUTO_LOG.MOS……正常\n-释放 TRANSLATION.MOS……正常\n\nDDD CCC (AKDT)\n总运行时间：TTT\n\n正在释放 221033 字节……正常\n可用内存：262144\n\n\n\n系统离线
1073871995	ui_text	The 2 pilots at the end really should not have much to say. 	结尾的两名驾驶员确实不该说太多。 
1173569512	ui_text	Dr.	博士
1858160456	ui_text	Is this good?	这样可以吗？
1608066135	ui_text	Translator	翻译员
1937653358	ui_text	Sorry! Name's taken !!	抱歉！这个名字已被占用！！
1789588877	ui_text	What is your name?	你叫什么名字？
338062339	ui_text	"ACKNOWLEDGE US"	“回应我们”
1197603192	ui_text	ACT III - PART II - COMPLETE	第三幕 - 第二部分 - 完成
1283514494	ui_text	ACT IV - PART I	第四幕 - 第一部分
1697785919	ui_text	CONTINUE	继续
34267726	ui_text	Words:....................................0	词：....................................0
1593732694	ui_text	Total Transmissions:......................0	传输总数：..............................0
820902157	ui_text	Total Words:..............................0 	词语总数：..............................0 
242724901	ui_text	Groups Completed: \n1. Logic 2. Numerical Logic 3. Geometry Logic 4. I don't know 5. Filler Filler	已完成组：\n1. 逻辑 2. 数值逻辑 3. 几何逻辑 4. 不知道 5. 填充内容
1504244238	ui_text	Transmissions:............................0	传输：............................0
1543450219	ui_text	Words named: THE, MESSAGE, FROM, DEEP, SPACE, APPLES, IN, MY, PANTS	已命名词语：THE、MESSAGE、FROM、DEEP、SPACE、APPLES、IN、MY、PANTS
1323264476	ui_text	Week one	第一周
889539848	ui_text	Your colleagues have some ideas for what these signals mean...	同事们对这些信号的含义有了一些想法……
1361118451	ui_text	View the hypotheses inside each entry in the dictionary.\n(Dictionary -> Entry Notes -> Hypotheses)	可在词典各条目中查看假说。\n（词典 -> 条目注释 -> 假说）
1038255854	ui_text	Alan's Journal: 	艾伦的手记：
225443194	ui_text	Bautista's Log: asef\nasdf\nasdf\nasdasdfasdfasdfasdfasdfaddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd	巴蒂斯塔的日志：asef\nasdf\nasdf\nasdasdfasdfasdfasdfasdfaddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd
1208227984	ui_text	Bautista's Log: 	巴蒂斯塔的日志：
1345606384	ui_text	Carrie's Diary: asef\nasdf\nasdf\nasdasdfasdfasdfasdfasdfaddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd	凯莉的日记：asef\nasdf\nasdf\nasdasdfasdfasdfasdfasdfaddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd
1830968723	ui_text	Carrie's Diary: 	凯莉的日记：
1790108899	ui_text	Doppler's Report: asef\nasdf\nasdf\nasdasdfasdfasdfasdfasdfaddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd\nasdfasd\nfasdfasd\nfasd\nfas\ndfa\nsdf\nasdfasdfafffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff	多普勒的报告：asef\nasdf\nasdf\nasdasdfasdfasdfasdfasdfaddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd\nasdfasd\nfasdfasd\nfasd\nfas\ndfa\nsdf\nasdfasdfafffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
469723787	ui_text	Doppler's Report: 	多普勒的报告：
1810487488	ui_text	When finished writing, press [ESC]	写完后按 [ESC]
979636261	ui_text	Translator's Thoughts: 	翻译员的想法：
324453670	ui_text	*** Transmissions Grouped ***	*** 传输已分组 ***
2138201434	ui_text	GROUP 1 - Hello World!	第 1 组 - Hello World！
1379005194	ui_text	GROUP 101 - In Both Directions	第 101 组 - 双向
1221645921	ui_text	GROUP 102 - Attract & Repel	第 102 组 - 吸引与排斥
564751070	ui_text	GROUP 103 - Electricity Organ	第 103 组 - 发电器官
1545212858	ui_text	GROUP 104 - Emotion Organ	第 104 组 - 情绪器官
2075580071	ui_text	GROUP 105 - History of the Species	第 105 组 - 物种史
153294150	ui_text	GROUP 106 - History of the Species 2	第 106 组 - 物种史 2
1392183828	ui_text	GROUP 107 - Intelligence	第 107 组 - 智能
746786552	ui_text	GROUP 108 - Language	第 108 组 - 语言
721611919	ui_text	GROUP 109 - Cooperation	第 109 组 - 合作
2048323874	ui_text	GROUP 110 - Fact & Belief	第 110 组 - 事实与信念
1953862764	ui_text	GROUP 11 - Grouping Symbols	第 11 组 - 分组符号
1721204499	ui_text	GROUP 111 - Culture	第 111 组 - 文化
635681021	ui_text	GROUP 112 - Alien Morality	第 112 组 - 外星道德
1952253426	ui_text	GROUP 113 - Meteor Morality	第 113 组 - 陨石道德
445251273	ui_text	GROUP 114 - Belief Structures	第 114 组 - 信念体系
698819130	ui_text	GROUP 115 - Socialization	第 115 组 - 社会化
1372968098	ui_text	GROUP 116 - Intelligent Communication	第 116 组 - 智能交流
1664059778	ui_text	GROUP 117 - Capabilities	第 117 组 - 能力
8621273	ui_text	GROUP 118 - Methods of Communication	第 118 组 - 交流方式
2080832079	ui_text	GROUP 119 - How Life Maneuvers	第 119 组 - 生命如何移动
1308724973	ui_text	GROUP 120 - Physical Abilities	第 120 组 - 身体能力
1487952788	ui_text	GROUP 12 - Geometric Points	第 12 组 - 几何点
1344053291	ui_text	GROUP 121 - Alien Sizes & Shapes	第 121 组 - 外星生物的大小与形状
292707982	ui_text	GROUP 122 - Individual Talent	第 122 组 - 个体天赋
1254647069	ui_text	GROUP 123 - Spirit of Competition	第 123 组 - 竞争精神
1977079088	ui_text	GROUP 124 - Individual Expression	第 124 组 - 个体表达
853396856	ui_text	GROUP 125 - Compartmentalization	第 125 组 - 区隔化
2040519150	ui_text	GROUP 126 - Radial Symmetry	第 126 组 - 放射对称
192285698	ui_text	GROUP 127 - Alien Ethics	第 127 组 - 外星伦理
2119143411	ui_text	GROUP 128 - Suffering	第 128 组 - 苦难
1192196959	ui_text	GROUP 129 - Views on Death	第 129 组 - 死亡观
61459016	ui_text	GROUP 130 - Experience	第 130 组 - 经验
1255436696	ui_text	GROUP 13 - Points and Lines	第 13 组 - 点与线
724484821	ui_text	GROUP 131 - Views on Connection	第 131 组 - 联系观
1664111488	ui_text	GROUP 132 - Personal Beliefs	第 132 组 - 个人信念
762958618	ui_text	GROUP 133 - Ripples We Cast	第 133 组 - 我们激起的涟漪
1488204229	ui_text	GROUP 134 - Limits on Information	第 134 组 - 信息的极限
575419496	ui_text	GROUP 135 - Advancement	第 135 组 - 进步
1598862778	ui_text	GROUP 136 - Spatial Dimensions	第 136 组 - 空间维度
1706360894	ui_text	GROUP 137 - Energy	第 137 组 - 能量
1613600097	ui_text	GROUP 138 - Machine	第 138 组 - 机器
546518502	ui_text	GROUP 139 - Frontiers	第 139 组 - 边界
1830855740	ui_text	GROUP 140 - Frontiers 2	第 140 组 - 边界 2
865420269	ui_text	GROUP 14 - Shapes	第 14 组 - 形状
1900402103	ui_text	GROUP 141 - Frontiers 3	第 141 组 - 边界 3
1680567617	ui_text	GROUP 142 - Alien Technology	第 142 组 - 外星技术
284397513	ui_text	GROUP 143 - Preparing for the End	第 143 组 - 为终局做准备
2144581810	ui_text	GROUP 144 - Hello	第 144 组 - 你好
2066618593	ui_text	GROUP 145 - Thank You	第 145 组 - 谢谢
1914840810	ui_text	GROUP 15 - Data	第 15 组 - 数据
13590280	ui_text	GROUP 16 - Rounding	第 16 组 - 舍入
1664376830	ui_text	GROUP 17 - Multi-Part Answers	第 17 组 - 多部分答案
1929295504	ui_text	GROUP 18 - Logic	第 18 组 - 逻辑
477708664	ui_text	GROUP 19 - Numerical Comparisons	第 19 组 - 数值比较
2011803111	ui_text	GROUP 20 - Propositional Logic	第 20 组 - 命题逻辑
1689879219	ui_text	GROUP 2 - Format Numbers	第 2 组 - 数字格式
1579396061	ui_text	GROUP 21 - Geometry Logic	第 21 组 - 几何逻辑
164047183	ui_text	GROUP 22 - Make	第 22 组 - 制造
1351796425	ui_text	GROUP 23 - Move	第 23 组 - 移动
2093618794	ui_text	GROUP 24 - Meteor Signals	第 24 组 - 陨石信号
562351686	ui_text	GROUP 25 - Message	第 25 组 - 讯息
1910604621	ui_text	GROUP 26 - Circles & Spheres	第 26 组 - 圆与球
1174695776	ui_text	GROUP 27 - Spatial Dimensions	第 27 组 - 空间维度
1039544990	ui_text	GROUP 28 - Place Spheres	第 28 组 - 放置球体
165695269	ui_text	GROUP 29 - Visual Information	第 29 组 - 视觉信息
2077947905	ui_text	GROUP 30 - Color Calibration	第 30 组 - 色彩校准
2029936563	ui_text	GROUP 3 - Math Operations	第 3 组 - 数学运算
1403450479	ui_text	GROUP 31 - Glimpse of an Alien	第 31 组 - 外星生物一瞥
1330128110	ui_text	GROUP 32 - Elements	第 32 组 - 元素
843539348	ui_text	GROUP 33 - Atoms	第 33 组 - 原子
130285797	ui_text	GROUP 34 - Chemical Compounds	第 34 组 - 化合物
508429298	ui_text	GROUP 35 - Chemical Reactions	第 35 组 - 化学反应
2052993277	ui_text	GROUP 36 - Elemental Properties	第 36 组 - 元素性质
1571643363	ui_text	GROUP 37 - Subatomic	第 37 组 - 亚原子
70590900	ui_text	GROUP 38 - Radioactive Decay	第 38 组 - 放射性衰变
1811004155	ui_text	GROUP 39 - Time	第 39 组 - 时间
1008709412	ui_text	GROUP 40 - Position Calculations	第 40 组 - 位置计算
618358020	ui_text	GROUP 4 - More Operations	第 4 组 - 更多运算
187625068	ui_text	GROUP 41 - Distance Units	第 41 组 - 距离单位
798494415	ui_text	GROUP 42 - Mass Units	第 42 组 - 质量单位
472335235	ui_text	GROUP 43 - Meteor Info	第 43 组 - 陨石信息
1517999746	ui_text	GROUP 44 - Alternative	第 44 组 - 另一种
946911446	ui_text	GROUP 45 - Parts of Speech	第 45 组 - 词性
343167054	ui_text	GROUP 46 - Sentence Construction	第 46 组 - 句子构造
2092450003	ui_text	GROUP 47 - Opposite	第 47 组 - 相反
1055116508	ui_text	GROUP 48 - Break Things	第 48 组 - 破坏
242594178	ui_text	GROUP 49 - Nuclear Fusion	第 49 组 - 核聚变
1485404655	ui_text	GROUP 50 - Stars	第 50 组 - 恒星
400372500	ui_text	GROUP 5 - Fractional Numbers	第 5 组 - 分数值
194562328	ui_text	GROUP 51 - Motion	第 51 组 - 运动
764087333	ui_text	GROUP 52 - Circular Motion	第 52 组 - 圆周运动
670810410	ui_text	GROUP 53 - Star System Bodies	第 53 组 - 恒星系统天体
748699108	ui_text	GROUP 54 - Natural Satellites	第 54 组 - 天然卫星
1694723812	ui_text	GROUP 55 - Deep Space Structures	第 55 组 - 深空结构
1570022593	ui_text	GROUP 56 - How to Find Aliens	第 56 组 - 如何寻找外星生物
1620791487	ui_text	GROUP 57 - Subgrouping	第 57 组 - 子分组
884134084	ui_text	GROUP 58 - Some ? Group	第 58 组 - 某个？组
1400075150	ui_text	GROUP 59 - Parts of Speech	第 59 组 - 词性
1579925928	ui_text	GROUP 60 - Carbon Compound Visuals	第 60 组 - 碳化合物图像
263816726	ui_text	GROUP 6 - Groups	第 6 组 - 分组
2096483411	ui_text	GROUP 61 - Carbon and Hydrogen	第 61 组 - 碳与氢
553836001	ui_text	GROUP 62 - Reactions of Interest	第 62 组 - 关注的反应
1194215664	ui_text	GROUP 63 - Life Reproduces	第 63 组 - 生命繁殖
671892917	ui_text	GROUP 64 - Abstraction	第 64 组 - 抽象
1968002192	ui_text	GROUP 65 - Abstract Equality	第 65 组 - 抽象等价
645877294	ui_text	GROUP 66 - Superlative	第 66 组 - 最高级
673136226	ui_text	GROUP 67 - ALL OR NOTHING	第 67 组 - 全有或全无
185805091	ui_text	GROUP 68 - Distribution Descriptors	第 68 组 - 分布描述
1821916880	ui_text	GROUP 69 - Approximation	第 69 组 - 近似
1579857222	ui_text	GROUP 70 - Abstract Quantities	第 70 组 - 抽象数量
825333109	ui_text	GROUP 7 - Unknown Values	第 7 组 - 未知值
194906898	ui_text	GROUP 71 - Progression of Time	第 71 组 - 时间推进
1122587805	ui_text	GROUP 72 - Bounds of Knowledge	第 72 组 - 知识边界
1820203685	ui_text	GROUP 73 - Life in the Universe	第 73 组 - 宇宙中的生命
1005710427	ui_text	GROUP 74 - Individuals	第 74 组 - 个体
1276913764	ui_text	GROUP 75 - 2 Lifeforms	第 75 组 - 两种生命形式
1266385069	ui_text	GROUP 76 - Longer Time Units	第 76 组 - 更长的时间单位
263259238	ui_text	GROUP 77 - Lifecycle	第 77 组 - 生命周期
1203137552	ui_text	GROUP 78 - Alien Lifespan	第 78 组 - 外星生物寿命
39371761	ui_text	GROUP 79 - Meteor Makers	第 79 组 - 陨石制造者
1940002849	ui_text	GROUP 80 - Offspring	第 80 组 - 后代
47336102	ui_text	GROUP 8 - Functions	第 8 组 - 函数
2062222451	ui_text	GROUP 81 - Alien Offspring	第 81 组 - 外星后代
152061614	ui_text	GROUP 82 - 2 Lives in 1 ??	第 82 组 - 一体双生？？
